Tempo_Segundos,RAM_MB
0,23.17
3,240.4
6,378.3
9,435.8
12,636.8
15,644.6
18,694.1
21,724.8
24,771.0
27,777.7
30,781.6
33,871.2
36,909.5
39,998.1
42,961.9
45,1157.12
48,1273.86
51,1213.44
54,1316.86
57,1274.88
60,1286.14
