Tempo_Segundos,RAM_MB
0,23.31
3,222.3
6,345.7
9,412.4
12,519.5
15,629.0
18,691.2
21,686.0
24,745.4
27,754.4
30,793.5
33,828.6
36,857.6
39,924.9
42,1106.94
45,1164.29
48,1226.75
51,1227.78
54,1275.9
57,1271.81
