Query_ID,Latency_ms
1,2.6979
2,2.492
3,2.5286
4,2.3924
5,2.6069
6,2.6285
7,2.6278
8,2.5305
9,2.7485
10,2.6705
11,3.0123
12,2.7137
13,2.7194
14,2.6102
15,2.5105
16,2.7419
17,2.8322
18,2.644
19,2.7112
20,2.6341
21,2.5589
22,2.5547
23,2.7531
24,2.7174
25,2.5899
26,2.5965
27,2.6432
28,2.5032
29,2.5529
30,2.3466
31,2.6385
32,2.6361
33,2.4504
34,2.9252
35,2.8052
36,2.6477
37,2.6556
38,2.6352
39,2.748
40,2.6613
41,2.6463
42,2.4409
43,2.6321
44,2.7052
45,2.5205
46,2.4439
47,2.6731
48,2.6367
49,2.514
50,2.5639
51,2.5812
52,2.6789
53,2.7691
54,2.6145
55,2.3724
56,2.4871
57,2.9011
58,2.6029
59,2.6505
60,2.4285
61,2.5214
62,2.5128
63,2.3177
64,2.4695
65,2.4014
66,2.432
67,2.6002
68,2.4947
69,2.5466
70,2.7053
71,2.2848
72,2.3912
73,2.4071
74,2.8571
75,2.6374
76,2.4956
77,2.6229
78,2.6316
79,2.6182
80,2.716
81,2.6269
82,2.6275
83,2.7319
84,2.5308
85,2.5494
86,2.4705
87,2.5376
88,2.4975
89,2.5147
90,2.6515
91,2.504
92,2.5322
93,2.5386
94,2.4771
95,2.4049
96,2.6568
97,2.6619
98,2.5997
99,2.3534
100,2.5037
101,2.6081
102,2.4765
103,2.9617
104,2.6844
105,2.5642
106,2.7415
107,2.4604
108,2.3578
109,2.4888
110,2.7341
111,2.4249
112,2.7504
113,2.5898
114,2.7048
115,2.6374
116,2.6194
117,2.2897
118,2.5552
119,2.6532
120,2.7346
121,2.5655
122,2.576
123,2.5385
124,2.5654
125,2.4544
126,2.7669
127,2.6526
128,2.6564
129,2.5921
130,2.3399
131,2.4258
132,2.789
133,2.6946
134,2.5606
135,2.5908
136,2.6979
137,2.6598
138,2.5017
139,2.5282
140,2.646
141,2.4354
142,2.4503
143,2.5328
144,2.4821
145,2.6991
146,2.7186
147,2.6124
148,2.5785
149,2.7714
150,2.5716
151,2.6784
152,2.5077
153,2.5107
154,2.6534
155,2.597
156,2.7067
157,2.4703
158,2.6942
159,2.6953
160,2.6585
161,2.5592
162,2.6802
163,2.6877
164,2.5873
165,2.4112
166,2.4945
167,2.6675
168,2.7228
169,2.573
170,2.5577
171,2.5707
172,2.8714
173,2.6509
174,2.5062
175,2.4032
176,2.7018
177,2.6672
178,2.8175
179,2.6208
180,2.5717
181,2.6033
182,2.7542
183,2.5733
184,2.6198
185,2.6338
186,2.3446
187,2.6576
188,2.5602
189,2.562
190,2.5871
191,2.3972
192,2.6386
193,2.6349
194,2.5111
195,2.7839
196,2.5081
197,2.6756
198,2.6535
199,2.4576
200,2.4594
201,2.5449
202,2.6672
203,2.6938
204,2.5467
205,2.496
206,2.4698
207,2.2613
208,2.5202
209,2.4515
210,2.3532
211,2.8881
212,2.6728
213,2.5252
214,2.5038
215,2.6913
216,2.6121
217,2.6362
218,2.8195
219,2.7766
220,2.5823
221,2.5986
222,2.4025
223,2.4847
224,2.5897
225,2.689
226,2.8701
227,2.8429
228,2.6516
229,2.6327
230,2.6528
231,2.5089
232,2.3983
233,2.7649
234,2.6702
235,2.6367
236,2.5112
237,2.5295
238,2.6011
239,2.7036
240,2.6364
241,2.7741
242,2.6215
243,2.8268
244,2.4549
245,2.4906
246,2.6311
247,2.6734
248,2.5749
249,2.6055
250,2.5407
251,2.673
252,2.5489
253,2.6587
254,2.5105
255,2.5229
256,2.471
257,2.6612
258,2.6153
259,2.8769
260,2.6119
261,2.5875
262,2.4865
263,2.6352
264,2.6457
265,2.7463
266,2.47
267,2.5084
268,2.7187
269,2.535
270,2.582
271,2.58
272,2.7179
273,2.6784
274,2.5844
275,2.6925
276,2.6614
277,2.6239
278,2.6648
279,2.8362
280,2.5706
281,2.8263
282,2.6514
283,2.7116
284,2.5894
285,2.4878
286,2.7036
287,2.7737
288,2.625
289,2.6299
290,2.7058
291,2.7062
292,2.6693
293,2.5678
294,2.5402
295,2.4931
296,2.4617
297,2.7194
298,2.6839
299,2.6739
300,2.6855
301,2.6028
302,2.5475
303,2.7996
304,2.5899
305,2.6162
306,2.7005
307,2.5491
308,2.7819
309,2.6317
310,2.7668
311,2.597
312,2.5374
313,2.7351
314,2.6615
315,2.7476
316,2.6205
317,2.6003
318,2.5523
319,2.5987
320,2.4387
321,2.6415
322,2.5358
323,2.6374
324,2.552
325,2.4962
326,2.621
327,2.5252
328,2.5981
329,2.6917
330,2.5993
331,2.4474
332,2.5815
333,2.7825
334,2.6731
335,2.5731
336,2.517
337,2.8272
338,2.6326
339,2.4604
340,2.785
341,2.7726
342,2.658
343,2.7298
344,2.7474
345,2.6907
346,2.6271
347,2.5146
348,2.687
349,2.7642
350,2.778
351,2.7619
352,2.6286
353,2.4612
354,2.6466
355,2.6192
356,2.8207
357,2.5535
358,2.5626
359,2.7371
360,2.6041
361,2.6832
362,2.6106
363,2.6193
364,2.512
365,2.8111
366,2.5385
367,2.8388
368,2.7974
369,2.8084
370,2.784
371,2.7597
372,2.8157
373,2.6813
374,2.5326
375,2.4823
376,2.642
377,2.6031
378,2.5696
379,2.9601
380,2.5891
381,2.7325
382,2.7137
383,2.5313
384,2.5167
385,2.5317
386,2.5192
387,2.6108
388,2.6745
389,2.5943
390,2.5967
391,2.7442
392,2.6031
393,2.6163
394,2.654
395,2.5209
396,2.6294
397,2.466
398,2.4631
399,2.7452
400,2.7092
401,2.7445
402,3.1062
403,2.7055
404,2.5312
405,2.4244
406,2.6565
407,2.7181
408,2.9709
409,2.5746
410,2.6992
411,2.4496
412,2.585
413,2.6785
414,2.7012
415,2.6724
416,2.6629
417,2.6978
418,2.514
419,2.7267
420,2.7755
421,2.6411
422,2.526
423,2.7053
424,2.7327
425,3.0245
426,2.7053
427,2.7558
428,2.6478
429,2.5461
430,2.7304
431,2.5002
432,2.7361
433,2.6692
434,2.6292
435,2.6398
436,2.6484
437,2.6123
438,2.4776
439,2.4519
440,2.7581
441,2.5983
442,2.6113
443,2.418
444,2.6962
445,2.4831
446,2.6631
447,2.6482
448,3.025
449,2.4979
450,2.5886
451,2.6697
452,2.6815
453,2.6007
454,2.6975
455,2.4999
456,2.7116
457,2.6857
458,2.4941
459,2.6184
460,2.7354
461,2.7395
462,2.4527
463,2.3261
464,2.4311
465,2.6295
466,2.6471
467,2.6191
468,2.5672
469,2.5944
470,2.6334
471,2.9159
472,2.5669
473,2.8135
474,2.5434
475,2.417
476,2.5905
477,2.5658
478,2.6002
479,2.4483
480,2.4791
481,2.4584
482,2.623
483,2.4454
484,2.5777
485,2.4756
486,2.4989
487,2.5575
488,2.4866
489,2.5382
490,2.5617
491,2.5064
492,2.515
493,2.4728
494,2.7719
495,2.5398
496,2.6437
497,2.6138
498,2.7214
499,2.4335
500,2.6589
501,2.5388
502,2.4234
503,2.6553
504,2.6648
505,2.502
506,2.5417
507,2.6314
508,2.547
509,2.7938
510,2.5717
511,2.4401
512,2.7181
513,2.7043
514,2.5442
515,2.41
516,2.6707
517,2.8578
518,2.3626
519,2.4379
520,2.5062
521,2.4574
522,2.4644
523,2.4993
524,2.5551
525,2.4569
526,2.5898
527,2.5884
528,2.4329
529,2.4918
530,2.5484
531,2.3637
532,2.5235
533,2.455
534,2.5874
535,2.6135
536,2.59
537,2.64
538,2.5256
539,2.6391
540,2.8271
541,2.6169
542,2.448
543,2.5652
544,2.4479
545,2.7131
546,2.6311
547,2.4788
548,2.5475
549,2.6072
550,2.671
551,2.5395
552,2.7951
553,2.6055
554,2.5676
555,2.5092
556,2.5237
557,2.6198
558,2.5765
559,2.5331
560,2.5684
561,2.5976
562,2.6743
563,2.9284
