Query_ID,Latency_ms
1,4.6801
2,4.6739
3,4.4097
4,2.9089
5,4.4828
6,5.0678
7,4.6623
8,3.1798
9,4.9316
10,3.4094
11,4.6948
12,4.6915
13,4.3439
14,4.3188
15,4.8957
16,4.4951
17,4.442
18,4.7429
19,5.36
20,3.8479
21,3.7646
22,4.4596
23,3.9988
24,4.569
25,4.1838
26,4.4468
27,4.1461
28,4.0278
29,3.9452
30,3.0741
31,3.8651
32,4.5762
33,3.3531
34,3.8258
35,4.0422
36,4.9823
37,4.7926
38,3.8996
39,4.1337
40,4.1281
41,4.4377
42,3.6029
43,4.7402
44,4.4401
45,3.9147
46,3.7945
47,3.9758
48,5.0161
49,3.959
50,3.4773
51,3.9308
52,3.9809
53,4.6043
54,3.8497
55,2.7189
56,2.8338
57,4.5478
58,4.7465
59,4.1956
60,2.2983
61,4.642
62,3.7996
63,2.4968
64,3.8123
65,2.8045
66,3.9022
67,2.8985
68,3.6376
69,3.8185
70,4.8388
71,2.6632
72,3.0082
73,5.1727
74,4.3564
75,4.3556
76,4.4807
77,3.9957
78,4.4296
79,4.6467
80,3.4365
81,4.1677
82,4.9745
83,4.9299
84,3.7247
85,4.6242
86,2.7118
87,3.0463
88,2.1379
89,2.5165
90,3.7306
91,2.5591
92,3.5473
93,4.4182
94,4.2184
95,2.82
96,4.3682
97,4.7783
98,4.2407
99,2.852
100,3.748
101,4.38
102,3.5309
103,4.7726
104,3.802
105,3.8747
106,4.3029
107,3.2545
108,2.9849
109,2.1302
110,4.0104
111,3.8175
112,4.8076
113,2.4276
114,4.6249
115,3.1148
116,5.0983
117,2.1213
118,5.0699
119,4.5948
120,1.6783
121,4.4696
122,4.4586
123,4.2194
124,3.7981
125,3.9462
126,4.3003
127,5.0339
128,4.4652
129,4.2955
130,3.8396
131,4.9249
132,4.0781
133,5.0841
134,5.1922
135,3.4311
136,4.7492
137,4.5762
138,4.8944
139,4.2433
140,4.6261
141,5.3743
142,2.987
143,5.068
144,3.4459
145,4.1161
146,4.0153
147,4.7449
148,4.4332
149,4.2615
150,4.0986
151,5.0104
152,2.4327
153,3.8214
154,4.1071
155,4.9346
156,4.9952
157,4.8326
158,5.1302
159,5.1664
160,4.688
161,4.8645
162,4.8307
163,5.2341
164,4.7308
165,3.9757
166,3.5227
167,4.7129
168,4.6764
169,3.9054
170,4.3335
171,4.1531
172,4.6565
173,5.0261
174,5.0662
175,3.786
176,4.2545
177,3.4002
178,4.5493
179,4.7871
180,5.0737
181,4.6003
182,4.6366
183,4.2696
184,4.9042
185,4.4253
186,2.4023
187,3.7914
188,4.4945
189,4.4889
190,4.0301
191,3.715
192,4.7386
193,6.2697
194,4.4705
195,4.5338
196,4.7669
197,4.8689
198,4.8238
199,2.7883
200,4.8589
201,4.3278
202,4.5134
203,4.9568
204,4.1404
205,4.3419
206,4.1789
207,3.7784
208,4.2826
209,3.2203
210,3.8827
211,5.6104
212,3.9343
213,3.2078
214,4.879
215,5.0645
216,4.077
217,5.2301
218,5.061
219,5.0548
220,4.6312
221,4.6399
222,4.8127
223,4.9455
224,5.1286
225,4.6973
226,5.5185
227,5.0104
228,5.0363
229,4.792
230,4.709
231,3.7549
232,4.1646
233,3.3688
234,4.864
235,4.4049
236,3.8633
237,4.0806
238,4.4565
239,4.772
240,4.6591
241,3.9156
242,4.8087
243,5.512
244,4.729
245,5.0737
246,4.7583
247,5.1952
248,4.1328
249,5.303
250,4.8925
251,4.8356
252,5.1858
253,5.0959
254,3.8581
255,5.3491
256,4.7312
257,4.5719
258,4.5412
259,4.715
260,4.7993
261,4.6468
262,4.8253
263,5.2863
264,3.2052
265,4.3339
266,2.8044
267,4.0635
268,4.1598
269,4.8206
270,3.6562
271,4.8676
272,4.5182
273,4.4229
274,4.2965
275,5.4586
276,4.1356
277,4.7224
278,4.8899
279,4.9978
280,4.5196
281,4.5797
282,4.6488
283,4.8043
284,5.0057
285,4.3987
286,4.9848
287,4.3202
288,4.8707
289,3.6624
290,4.8564
291,4.3145
292,4.5088
293,4.4219
294,4.8136
295,4.372
296,5.1152
297,5.0436
298,4.8453
299,5.2559
300,4.2414
301,4.9242
302,3.7323
303,4.4943
304,4.4814
305,5.2794
306,4.9252
307,4.2657
308,5.2985
309,5.0727
310,5.141
311,4.6025
312,4.9064
313,5.1378
314,4.8158
315,4.3914
316,4.7249
317,4.7636
318,4.9005
319,4.5238
320,4.6482
321,4.8894
322,4.7528
323,4.6398
324,5.0708
325,5.021
326,5.6649
327,4.9985
328,4.1256
329,4.2605
330,4.9923
331,4.398
332,4.8854
333,4.7672
334,4.552
335,4.7489
336,4.6304
337,4.5294
338,4.3123
339,5.0211
340,4.5801
341,4.2928
342,4.5381
343,4.0227
344,4.5688
345,4.6352
346,4.5362
347,4.3447
348,4.498
349,4.9491
350,4.6112
351,4.6859
352,4.2887
353,3.7761
354,3.6401
355,4.7382
356,4.8573
357,5.2621
358,4.4787
359,4.6154
360,4.6415
361,4.2713
362,5.1135
363,5.0984
364,4.1762
365,4.2318
366,4.2129
367,4.9581
368,4.6988
369,4.6728
370,4.8938
371,4.5451
372,5.047
373,4.2155
374,4.6343
375,4.136
376,4.976
377,4.8849
378,4.1106
379,4.8556
380,5.0316
381,4.681
382,4.8747
383,4.6652
384,4.9936
385,4.4865
386,5.335
387,4.5101
388,4.5882
389,5.019
390,4.5628
391,5.03
392,4.718
393,4.9741
394,3.5543
395,3.9571
396,4.3687
397,4.3835
398,4.9745
399,4.754
400,4.3926
401,4.4607
402,5.3582
403,4.9976
404,4.4574
405,4.3269
406,4.811
407,4.8559
408,4.4748
409,4.644
410,3.6455
411,4.1655
412,4.9916
413,4.4969
414,4.8606
415,4.5226
416,5.0583
417,4.7078
418,4.483
419,5.2695
420,4.758
421,4.7928
422,4.2327
423,4.4796
424,4.7486
425,5.0917
426,5.0265
427,4.4278
428,4.887
429,4.69
430,4.4485
431,4.6887
432,4.7122
433,4.6203
434,5.3237
435,4.909
436,4.5154
437,4.8861
438,4.5239
439,4.8068
440,4.711
441,4.2163
442,4.724
443,3.9108
444,4.6283
445,4.783
446,4.5162
447,4.8441
448,4.0464
449,4.5932
450,3.361
451,4.5628
452,4.6718
453,5.2936
454,5.0028
455,4.9282
456,4.6878
457,4.6733
458,4.3902
459,4.3912
460,5.2396
461,5.1542
462,4.5629
463,2.6815
464,3.0399
465,2.8923
466,4.3821
467,4.7521
468,4.705
469,3.3546
470,4.4285
471,4.1831
472,3.3707
473,3.5954
474,4.3718
475,4.8741
476,4.1207
477,3.1591
478,4.3364
479,2.1957
480,4.2118
481,1.5356
482,3.9865
483,3.7613
484,4.8883
485,3.5773
486,3.0559
487,4.2141
488,3.8295
489,4.9609
490,6.4009
491,3.4323
492,4.2549
493,3.8742
494,2.47
495,4.4004
496,3.9619
497,3.2654
498,5.2567
499,3.0931
500,5.0553
501,4.7703
502,5.1309
503,3.6263
504,4.6379
505,3.9493
506,4.4044
507,4.5075
508,4.437
509,4.8096
510,3.1976
511,3.7242
512,4.7112
513,5.2611
514,4.7179
515,2.3501
516,4.6717
517,4.8158
518,3.048
519,3.1699
520,4.5239
521,4.0698
522,2.4573
523,4.1394
524,5.221
525,3.5155
526,4.6567
527,3.3564
528,2.2974
529,5.4906
530,5.0035
531,4.1602
532,4.6203
533,2.1198
534,4.3559
535,3.9003
536,3.9581
537,4.684
538,4.957
539,4.0962
540,4.924
541,4.5738
542,4.6413
543,4.8453
544,3.8379
545,4.8027
546,4.8984
547,4.1927
548,4.763
549,5.1645
550,3.9578
551,3.5868
552,5.1727
553,3.8737
554,4.4262
555,4.3964
556,4.3929
557,4.9373
558,3.3483
559,4.3325
560,4.4805
561,4.6731
562,3.9781
563,5.6079
564,4.801
565,3.9019
566,4.6752
567,4.7704
568,3.6863
569,5.0542
570,2.8161
571,3.6802
572,4.0443
573,4.6033
574,4.6755
575,4.5044
576,5.2429
577,4.4121
578,4.1162
579,4.6739
580,3.6266
581,4.8748
582,3.8612
583,4.5003
584,4.7519
585,5.2707
586,3.6403
587,4.7681
588,4.7335
589,5.3358
590,4.2629
591,4.336
592,3.8675
593,3.0323
594,3.4829
595,3.5848
596,3.8076
597,4.8935
598,3.734
599,4.2109
600,4.9572
601,3.128
602,5.0387
603,5.2305
604,4.5017
605,4.9374
606,5.0671
607,5.2739
608,3.843
609,3.777
610,4.9631
611,4.8095
612,4.3597
613,4.6475
614,4.9178
615,4.7326
616,4.3275
617,4.6501
618,4.9764
619,4.4643
620,4.4322
621,4.8214
622,3.7049
623,3.3579
624,2.6114
625,2.8216
626,2.0766
627,2.2317
628,2.8587
629,1.2692
630,1.8819
631,2.1376
632,1.724
633,1.5161
634,1.0937
635,2.0764
636,1.0854
637,1.894
638,3.4059
639,3.3004
640,3.2305
641,2.8325
642,4.0666
643,2.548
644,3.7699
645,4.6206
646,4.3064
647,4.7539
648,5.3946
649,4.7015
650,4.4902
651,3.2509
652,2.8656
653,1.7828
654,3.3615
655,2.5484
656,4.1662
657,3.0896
658,3.4566
659,1.5808
660,3.64
661,2.2747
662,4.7599
663,2.0453
664,2.1023
665,4.7714
666,4.3377
667,5.2536
668,3.6771
669,3.4177
670,3.872
671,4.4613
672,3.235
673,3.3053
674,4.2835
675,1.9943
676,3.7438
677,4.4329
678,3.2643
679,2.6612
680,4.5005
681,4.8961
682,3.5765
683,4.4741
684,3.1498
685,2.9147
686,4.6446
687,2.1346
688,4.073
689,4.3476
690,2.6143
691,4.2265
692,3.124
693,3.6634
694,4.7776
695,3.2393
696,2.7976
697,4.0121
698,2.3539
699,3.1477
700,1.117
701,3.0882
702,4.944
703,4.1723
704,5.3803
705,3.4373
706,4.1504
707,3.2136
708,3.7614
709,3.3834
710,3.1355
711,4.3086
712,5.3392
713,5.088
714,4.5058
715,4.2671
716,5.0593
717,3.7955
718,5.1387
719,4.8716
720,4.598
721,4.4945
722,3.6241
723,2.5825
724,4.4448
725,3.9791
726,3.4678
727,4.5974
728,4.7087
729,5.2368
730,4.5936
731,5.2705
732,4.458
733,3.1241
734,2.5008
735,4.7798
736,5.2182
737,4.3566
738,4.9957
739,4.1903
740,4.6425
741,3.7971
742,4.5856
743,4.1219
744,4.2572
745,4.9105
746,3.4528
747,3.4968
748,5.2022
749,4.7733
750,3.3721
751,5.0174
752,4.2445
753,4.1746
754,3.9151
755,4.6962
756,3.7041
757,4.353
758,4.3263
759,3.457
760,3.9546
761,4.9785
762,2.7914
763,3.9645
764,4.417
765,3.1708
766,2.9571
767,3.5621
768,3.7133
769,3.3303
770,3.9903
771,4.8167
772,4.9224
773,5.1566
774,5.1049
775,2.0164
776,5.7926
777,2.9118
778,3.2637
779,4.7404
780,3.9048
781,4.4442
782,3.5898
783,4.5395
784,4.0168
785,4.1336
786,2.9539
787,4.4386
788,4.6815
789,4.4272
790,4.9507
791,3.359
792,5.4205
793,5.3392
794,5.1069
795,3.505
796,4.566
797,3.3531
798,2.5172
799,2.3848
800,4.1028
801,3.5099
802,4.0021
803,4.5142
804,4.095
805,4.1171
806,3.2526
807,2.0297
808,2.727
809,3.8098
810,2.8873
811,4.4747
812,3.7805
813,3.2285
814,5.0229
815,2.4325
816,3.3275
817,4.5994
818,3.8599
819,3.6209
820,4.2262
821,3.0801
822,3.1977
823,4.5031
824,4.588
825,4.5586
826,3.4692
827,4.4567
828,4.5312
829,4.424
830,4.2344
831,4.1931
832,3.753
833,4.2097
834,4.3382
835,4.2738
836,4.1828
837,4.0513
838,3.6402
839,4.3467
840,4.6014
841,4.572
842,5.201
843,4.4977
844,3.9039
845,4.3438
846,4.7163
847,4.9282
848,4.2762
849,4.2824
850,4.6707
851,4.1643
852,3.9866
853,3.9686
854,3.6432
855,5.1692
856,4.4683
857,3.5665
858,4.7139
859,5.2163
860,5.1178
861,4.7432
862,4.6798
863,4.9211
864,4.198
865,4.6909
866,4.4802
867,4.4595
868,4.6144
869,4.9603
870,4.1426
871,5.1778
872,5.1438
873,4.4939
874,5.0682
875,3.1249
876,4.5299
877,4.5205
878,4.8738
879,3.9435
880,4.6119
881,4.8237
882,4.9115
883,3.4355
884,4.2111
885,4.7691
886,4.4272
887,5.1053
888,5.3303
889,5.0881
890,4.7538
891,4.4594
892,4.2898
893,4.6379
894,4.1655
895,4.7272
896,3.8636
897,5.0641
898,4.4842
899,4.7179
900,4.909
901,5.0405
902,4.7034
903,3.8248
904,4.5378
905,4.5173
906,4.5384
907,4.7465
908,4.5233
909,5.0096
910,4.8293
911,4.7919
912,4.8777
913,5.1446
914,4.582
915,5.1575
916,4.1526
917,4.6328
918,3.5367
919,4.5691
920,4.4856
921,4.8938
922,4.8297
923,4.1062
924,4.9278
925,4.7168
926,3.8372
927,3.4846
928,4.2831
929,4.4765
930,5.1719
931,5.045
932,4.3171
933,4.1727
934,4.3164
935,5.0667
936,4.1963
937,4.7087
938,5.4216
939,4.7119
940,4.2688
941,5.1098
942,4.9749
943,4.384
944,4.5037
945,4.1652
946,2.8641
947,5.008
948,4.4078
949,4.9693
950,4.6272
951,4.2958
952,4.6871
953,4.4696
954,5.2579
955,4.1163
956,4.5194
957,4.7408
958,4.8775
959,5.2548
960,4.9541
961,4.6555
962,4.3482
963,4.4554
964,4.5422
965,4.9603
966,4.5309
967,4.1087
968,4.6037
969,4.7411
970,4.5686
971,4.2571
972,4.4062
973,3.6403
974,4.3953
975,3.3377
976,4.5512
977,3.908
978,4.8578
979,3.4375
980,3.429
981,4.6988
982,4.9654
983,4.9174
984,4.4225
985,5.1592
986,4.2163
987,4.7217
988,4.4353
989,4.0044
990,4.5574
991,4.2452
992,5.5166
993,4.6609
994,4.846
995,4.3253
996,4.2927
997,4.5441
998,3.8495
999,4.293
1000,4.9146
1001,4.9746
1002,4.5988
1003,4.6496
1004,4.2618
1005,4.5121
1006,4.923
1007,4.5119
1008,4.1558
1009,4.2991
1010,3.8718
1011,4.0544
1012,3.6478
1013,4.9157
1014,3.8796
1015,4.8028
1016,4.1191
1017,4.2391
1018,3.2296
1019,4.7392
1020,3.9882
1021,4.5917
1022,4.7816
1023,4.9151
1024,4.568
1025,4.4284
1026,3.9323
1027,3.5172
1028,4.6182
1029,4.942
1030,4.5384
1031,3.88
1032,3.9392
1033,3.2344
1034,4.8019
1035,4.6798
1036,5.1665
1037,5.1563
